"feature","mean","sd"
"Age",55.1528925619835,17.9008919435146
"InjuryHx.InjCause1",0.413682277318641,0.492605993871304
"InjuryHx.InjCause3",0.0606060606060606,0.238661094551177
"InjuryHx.InjCause88",0.061524334251607,0.240344779153741
"arr_statusComa",0.09366391184573,0.291427483164709
"arr_statusDrowsy",0.273186409550046,0.445698105502345
"arr_statusSemicoma",0.19742883379247,0.398150063849928
"arr_statusStupor",0.16712580348944,0.373173830939723
"Upper_Lower_Extremities_imputedBoth Bilateral",0.249770431588613,0.432979489169229
"arr_pp_sizebilaterally mydriatic",0.0550964187327824,0.228220764583901
"arr_pp_promptbilateral absence",0.173094582185491,0.378415902878973
"head_neck_AIS4",0.241505968778696,0.428094591794131
"head_neck_AIS5",0.383838383838384,0.486430999879794
