"feature","mean","sd"
"Age",55.5465559016961,17.8479068761145
"InjuryHx.InjCause1",0.406715126341295,0.49130589683222
"InjuryHx.InjCause3",0.0598823122187608,0.237309742999797
"InjuryHx.InjCause88",0.0674974039460021,0.250924886283281
"arr_GCS_derived",10.5392869505019,4.39165472331738
"arr_pp_sizebilaterally mydriatic",0.0533056420906888,0.224681161534183
"arr_pp_promptbilateral absence",0.165455174800969,0.37165517820121
"head_neck_AIS4",0.240567670474213,0.427502194605025
"head_neck_AIS5",0.382139148494289,0.485994418500684
"EDHpresent",0.298719280027691,0.457775718552088
"SAHpresent",0.673243336794739,0.469108643015983
"DAIpresent",0.0256143994461751,0.158009316366194
