"feature","mean","sd"
"Age",55.1076414401176,17.826509471378
"InjuryHx.InjCause1",0.417707567964732,0.493272079899687
"InjuryHx.InjCause3",0.0602498163115356,0.237992824240346
"InjuryHx.InjCause88",0.0635562086700955,0.244005512541637
"arr_statusComa",0.0933137398971345,0.290925041315011
"arr_statusDrowsy",0.273328434974284,0.445749926339566
"arr_statusSemicoma",0.199118295371051,0.399410574500407
"arr_statusStupor",0.168626010286554,0.374490054488591
"Upper_Lower_Extremities_imputedBoth Bilateral",0.251285819250551,0.433832226157767
"arr_pp_sizebilaterally mydriatic",0.0558412931667891,0.229657178185958
"arr_pp_promptbilateral absence",0.172299779573843,0.377710176397017
"head_neck_AIS4",0.237692872887583,0.425748238260729
"head_neck_AIS5",0.384276267450404,0.486513076902751
